0	-383.02	89.45	27.5
1	-373.00	141.87	27.5
2	-301.01	214.13	27.5
3	-252.39	235.17	27.5
4	-215.50	77.45	27.5
5	-166.90	77.45	27.5
6	-134.66	0.00	27.5
7	-118.30	77.45	27.5
8	-106.05	19.63	27.5
9	-97.20	116.70	27.5
10	-77.45	0.00	27.5
11	-77.45	39.25	27.5
12	-73.93	151.38	27.5
13	-69.70	77.45	27.5
14	-60.36	112.30	27.5
15	-34.85	77.45	27.5
16	-34.85	137.81	27.5
17	-27.06	178.44	27.5
18	-17.43	107.63	27.5
19	0.00	77.45	27.5
20	0.00	147.15	27.5
21	-339.45	102.20	53
22	-323.86	159.31	53
23	-273.20	102.20	53
24	-263.89	172.91	53
25	-214.90	127.30	53
26	-204.38	193.71	53
27	-201.10	278.55	53
28	-166.26	365.43	53
29	-139.93	142.01	53
30	-133.04	210.49	53
31	-118.14	282.07	53
32	-73.61	352.16	53
33	-70.01	198.72	53
34	-48.70	259.19	53
35	0.00	217.48	53
36	0.00	313.73	53
37	-395.91	0.00	32
38	-351.53	37.00	32
39	-290.91	0.00	32
40	-246.53	37.00	32
41	-185.91	0.00	32
42	-141.53	37.00	32
43	383.02	89.45	27.5
44	373.00	141.87	27.5
45	301.01	214.13	27.5
46	252.39	235.17	27.5
47	215.50	77.45	27.5
48	166.90	77.45	27.5
49	134.66	0.00	27.5
50	118.30	77.45	27.5
51	106.05	19.63	27.5
52	97.20	116.70	27.5
53	77.45	0.00	27.5
54	77.45	39.25	27.5
55	73.93	151.38	27.5
56	69.70	77.45	27.5
57	60.36	112.30	27.5
58	34.85	77.45	27.5
59	34.85	137.81	27.5
60	27.06	178.44	27.5
61	17.43	107.63	27.5
62	0.00	77.45	27.5
63	0.00	147.15	27.5
64	339.45	102.20	53
65	323.86	159.31	53
66	273.20	102.20	53
67	263.89	172.91	53
68	214.90	127.30	53
69	204.38	193.71	53
70	201.10	278.55	53
71	166.26	365.43	53
72	139.93	142.01	53
73	133.04	210.49	53
74	118.14	282.07	53
75	73.61	352.16	53
76	70.01	198.72	53
77	48.70	259.19	53
78	0.00	217.48	53
79	0.00	313.73	53
80	395.91	0.00	32
81	351.53	37.00	32
82	290.91	0.00	32
83	246.53	37.00	32
84	185.91	0.00	32
85	141.53	37.00	32
86	383.02	-89.45	27.5
87	373.00	-141.87	27.5
88	301.01	-214.13	27.5
89	252.39	-235.17	27.5
90	215.50	-77.45	27.5
91	166.90	-77.45	27.5
92	134.66	0.00	27.5
93	118.30	-77.45	27.5
94	106.05	-19.63	27.5
95	97.20	-116.70	27.5
96	77.45	0.00	27.5
97	77.45	-39.25	27.5
98	73.93	-151.38	27.5
99	69.70	-77.45	27.5
100	60.36	-112.30	27.5
101	34.85	-77.45	27.5
102	34.85	-137.81	27.5
103	27.06	-178.44	27.5
104	17.43	-107.63	27.5
105	0.00	-77.45	27.5
106	0.00	-147.15	27.5
107	339.45	-102.20	53
108	323.86	-159.31	53
109	273.20	-102.20	53
110	263.89	-172.91	53
111	214.90	-127.30	53
112	204.38	-193.71	53
113	201.10	-278.55	53
114	166.26	-365.43	53
115	139.93	-142.01	53
116	133.04	-210.49	53
117	118.14	-282.07	53
118	73.61	-352.16	53
119	70.01	-198.72	53
120	48.70	-259.19	53
121	0.00	-217.48	53
122	0.00	-313.73	53
123	395.91	0.00	32
124	351.53	-37.00	32
125	290.91	0.00	32
126	246.53	-37.00	32
127	185.91	0.00	32
128	141.53	-37.00	32
129	-383.02	-89.45	27.5
130	-373.00	-141.87	27.5
131	-301.01	-214.13	27.5
132	-252.39	-235.17	27.5
133	-215.50	-77.45	27.5
134	-166.90	-77.45	27.5
135	-134.66	0.00	27.5
136	-118.30	-77.45	27.5
137	-106.05	-19.63	27.5
138	-97.20	-116.70	27.5
139	-77.45	0.00	27.5
140	-77.45	-39.25	27.5
141	-73.93	-151.38	27.5
142	-69.70	-77.45	27.5
143	-60.36	-112.30	27.5
144	-34.85	-77.45	27.5
145	-34.85	-137.81	27.5
146	-27.06	-178.44	27.5
147	-17.43	-107.63	27.5
148	0.00	-77.45	27.5
149	0.00	-147.15	27.5
150	-339.45	-102.20	53
151	-323.86	-159.31	53
152	-273.20	-102.20	53
153	-263.89	-172.91	53
154	-214.90	-127.30	53
155	-204.38	-193.71	53
156	-201.10	-278.55	53
157	-166.26	-365.43	53
158	-139.93	-142.01	53
159	-133.04	-210.49	53
160	-118.14	-282.07	53
161	-73.61	-352.16	53
162	-70.01	-198.72	53
163	-48.70	-259.19	53
164	0.00	-217.48	53
165	0.00	-313.73	53
166	-395.91	0.00	32
167	-351.53	-37.00	32
168	-290.91	0.00	32
169	-246.53	-37.00	32
170	-185.91	0.00	32
171	-141.53	-37.00	32
